Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Brand,Model
Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5 2.0 TDI
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,Honda,Accord 2001-2003 2.3 VTi L AT
BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,BMW,6 Series Gran Coupe
Hyundai Elantra CRDi SX,Kolkata,2013,42000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz LDi
Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2
Mahindra XUV500 W8 4WD,Hyderabad,2017,119256,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Mahindra TUV 300 2015-2019 T8 AMT,Kochi,2017,31861,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 2015-2019 T8 AMT
Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,Tata,Manza Aqua Quadrajet
Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI
Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Bolt Revotron XT
Maruti Swift LDI Optional,Kochi,2018,52010,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift LDI Optional
Hyundai Santro Xing GL,Ahmedabad,2007,78000,Petrol,Manual,First,,1086.0,62.0,5.0,Hyundai,Santro Xing GL
Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo Petrol ZXI
BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,BMW,X3 xDrive 20d Expedition
Mercedes-Benz New C-Class C 200 CGI,Bangalore,2012,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,Mercedes-Benz,New C-Class C 200 CGI
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,Tata,Tiago AMT 1.2 Revotron XZA
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,Toyota,Corolla Altis 1.4 DG
Mahindra XUV500 W8 4WD,Coimbatore,2015,63008,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,Hyundai,Elantra 2.0 SX Option AT
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo 1.5 TDI Highline
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,Ford,Ecosport 1.0 Ecoboost Platinum Edition
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,Renault,Koleos 2.0 Diesel
Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire ZXI
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus
Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON D Lite Plus
Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,Mercedes-Benz,E-Class E 200 CGI
Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R LX BS IV
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993.0,255.0,5.0,Land_Rover,Rover Range Rover 3.0 Diesel LWB Vogue
Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City i VTEC CVT VX
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong Rexton RX7
Maruti Eeco 5 Seater AC,Chennai,2012,62300,Petrol,Manual,Second,15.1,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC
Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,67.0,5.0,Ford,Fiesta Classic 1.4 Duratorq LXI
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL Option
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,Honda,Amaze S Petrol
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,Mercedes-Benz,GLE 350d
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,Hyundai,i20 Magna 1.4 CRDi
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,Maruti,S Cross DDiS 200 Sigma Option
Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 4WD
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x4 MT
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,Volkswagen,Ameo 1.5 TDI Highline
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech
Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Honda Civic 2006-2010 1.8 V MT,Delhi,2010,71088,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic 2006-2010 1.8 V MT
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20 Active SX Petrol
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4 ZXI MT BSIV
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,Ford,Ecosport 1.5 Ti VCT AT Titanium
Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,2007,99000,Petrol,Manual,First,13.0,2987.0,210.0,5.0,Mercedes-Benz,S Class 2005 2013 320 L
Porsche Panamera Diesel,Kochi,2015,54996,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,Porsche,Panamera Diesel
Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,Porsche,Panamera Diesel
Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV
Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,Chevrolet,Cruze LTZ
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz VXi
Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,Maruti,Ciaz AT ZXi
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i-VTEC VX
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX 2WD BSIV
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo Petrol Comfortline 1.2L
Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LS
Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz RS ZXi Plus
Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,Skoda,Laura Elegance MT
Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi
Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,Honda,City ZX VTEC
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City 1.5 V AT
Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,Tata,Nano Twist XT
Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC SV
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,Ford,Figo Diesel EXI
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,Maruti,Celerio ZDi
Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo Diesel EXI
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,Land_Rover,Rover Discovery Sport TD4 HSE 7S
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1,1197.0,81.86,5.0,Hyundai,Xcent 1.2 Kappa S Option
Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d Sport
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 2015-2019 mHAWK100 T8 AMT
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,Hyundai,Verna 1.6 CRDi EX AT
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,Mahindra,Scorpio VLX 4WD AIRBAG AT BSIV
Maruti Ignis 1.2 Delta,Mumbai,2017,25384,Petrol,Manual,First,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 Delta
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,Mercedes-Benz,E-Class E250 CDI Avantgrade
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance
Toyota Innova 2.5 GX 8 STR,Delhi,2011,53138,Diesel,Manual,Third,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 GX 8 STR
Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,BMW,5 Series 2003-2012 520d
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d
Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4,1798.0,157.8,5.0,Skoda,Laura 1.8 TSI Ambiente
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,BMW,X1 M Sport sDrive 20d
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20 2015-2017 1.2 Asta
Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4 35 TDI Premium
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna 1.6 SX VTVT
Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL
Audi A4 2.0 TDI Celebration Edition,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,Audi,A4 2.0 TDI Celebration Edition
Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W6 2WD
Maruti Wagon R LXI CNG,Pune,2015,55000,CNG,Manual,First,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG
Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 GX AT
Maruti Swift Dzire AMT ZDI,Coimbatore,2018,29110,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire AMT ZDI
Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,Volkswagen,Passat Diesel Highline 2.0 TDI
Maruti Celerio VXI AT,Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio VXI AT
Chevrolet Beat LS,Pune,2010,80000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,Chevrolet,Beat LS
Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LS
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,Mercedes-Benz,New C-Class C 220 CDI Celebration Edition
Maruti Alto LX,Kolkata,2009,68078,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LX
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Sport
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour 3.2 Titanium AT 4X4
Skoda Rapid 1.5 TDI AT Ambition,Pune,2016,47000,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,Skoda,Rapid 1.5 TDI AT Ambition
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d Luxury Line
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Maruti Wagon R VXI BS IV,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV
Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,Tata,Indigo CS eVX
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,Honda,Jazz S
Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,Hyundai,Verna CRDi 1.6 AT SX Plus
Audi A6 2011-2015 2.0 TDI,Hyderabad,2014,98000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6 2011-2015 2.0 TDI
Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios Cross 1.4 GD
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,Nissan,Terrano XL 110 PS
Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz VDi
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV
Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,Volkswagen,Polo GTI
Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift ZDi
Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF Diesel
Honda City 1.5 V AT,Delhi,2011,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City 1.5 V AT
Honda City i DTEC VX Option,Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX Option
Maruti 800 Std BSIII,Jaipur,2006,165000,Petrol,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 Std BSIII
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent 1.2 Kappa S
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,Mercedes-Benz,B Class B200 CDI
Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Dzire VXI
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x4 AT
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10 Sportz 1.1L
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,Tata,Safari Storme 2012-2015 VX
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo 1.5 TDI Highline
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta 1.6 SX Option
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,Ford,Ecosport 1.5 Ti VCT MT Titanium
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,Maruti,Omni MPI CARGO BSIV
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,Hyundai,Verna Xi (Petrol)
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz Option
Honda Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 GX MT
Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb Elegance 1.8 TSI AT
Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7 35 TDI Quattro Premium Plus
Chevrolet Beat LS,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat LS
Volvo V40 Cross Country D3,Bangalore,2014,32700,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,Volvo,V40 Cross Country D3
Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,Tata,Nano XTA
Hyundai i20 1.4 Sportz,Kochi,2019,17964,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 1.4 Sportz
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2014,62000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium
Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Ford Endeavour 3.0L 4X4 AT,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,Ford,Endeavour 3.0L 4X4 AT
Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz
Maruti Vitara Brezza VDi,Mumbai,2016,55000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi
Ford Figo Diesel EXI,Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo Diesel EXI
ISUZU D-MAX V-Cross 4X4,Jaipur,2017,290000,Diesel,Manual,First,12.4,2499.0,134.0,5.0,Isuzu,D-MAX V-Cross 4X4
Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22.0,814.0,55.0,5.0,Hyundai,EON Magna
Audi A4 2.0 TDI,Bangalore,2014,65475,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4 2.0 TDI
Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1,2179.0,154.0,7.0,Tata,Safari Storme VX Varicor 400
Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna 1.6 SX VTVT (O)
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura Elegance 2.0 TDI CR AT
Honda City 1.5 S MT,Bangalore,2011,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz 1.3 Alpha
Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,Land_Rover,Rover Range Rover 3.6 TDV8 Vogue SE
Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,Mahindra,Scorpio SLE BSIV
Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC V
Audi A4 New 2.0 TDI Multitronic,Coimbatore,2013,40670,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,Audi,A4 New 2.0 TDI Multitronic
