Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Brand,Model
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,39524,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,,BMW,3 Series GT 320d Luxury Line
Ford Ikon 1.4 TDCi DuraTorq,Chennai,2009,140000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,,Ford,Ikon 1.4 TDCi DuraTorq
Maruti Swift AMT ZXI,Kochi,2019,15409,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,,Maruti,Swift AMT ZXI
Maruti Swift Dzire VXi,Jaipur,2015,36502,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,Maruti,Swift Dzire VXi
Maruti Ritz LDi,Pune,2016,200000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,Maruti,Ritz LDi
Nissan Micra XV,Delhi,2010,70000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,,Nissan,Micra XV
Maruti Alto 800 2016-2019 LXI,Kochi,2017,36701,Petrol,Manual,First,24.7,796.0,47.3,5.0,,Maruti,Alto 800 2016-2019 LXI
Skoda Laura 1.8 TSI Ambition,Bangalore,2009,72000,Petrol,Manual,Second,17.5,,,,,Skoda,Laura 1.8 TSI Ambition
Honda Civic 2010-2013 1.8 S MT Inspire,Bangalore,2011,40000,Petrol,Manual,Second,15.5,1799.0,132.0,5.0,,Honda,Civic 2010-2013 1.8 S MT Inspire
Ford Ikon 1.3 Flair,Pune,2005,47000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,,Ford,Ikon 1.3 Flair
Maruti Alto LX,Pune,2006,93500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,Maruti,Alto LX
Honda Jazz 1.5 V i DTEC,Pune,2015,52000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,Honda,Jazz 1.5 V i DTEC
Skoda Rapid 1.5 TDI AT Ambition,Delhi,2015,55429,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,,Skoda,Rapid 1.5 TDI AT Ambition
Hyundai i20 1.2 Sportz,Mumbai,2011,133000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,,Hyundai,i20 1.2 Sportz
Toyota Etios Cross 1.4L VD,Chennai,2014,70000,Diesel,Manual,Second,23.59,1364.0,67.06,5.0,,Toyota,Etios Cross 1.4L VD
Volkswagen Polo GT TDI,Pune,2014,68000,Diesel,Manual,First,15.11,1598.0,103.6,5.0,,Volkswagen,Polo GT TDI
Hyundai i10 Era 1.1 iTech SE,Pune,2010,71000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,Hyundai,i10 Era 1.1 iTech SE
Mitsubishi Pajero 2.8 SFX,Chennai,2012,121000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,Mitsubishi,Pajero 2.8 SFX
Maruti Swift Dzire Tour LDI,Kolkata,2015,107000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,Maruti,Swift Dzire Tour LDI
Maruti Swift Dzire VXI,Chennai,2015,51000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,Maruti,Swift Dzire VXI
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13500,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,,Skoda,Rapid 1.6 MPI AT Style
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Bangalore,2016,13000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2010,81000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
BMW 5 Series 520d Luxury Line,Mumbai,2012,66889,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,,BMW,5 Series 520d Luxury Line
Maruti Baleno Alpha 1.3,Ahmedabad,2018,32000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,Maruti,Baleno Alpha 1.3
Audi A4 2.0 TDI 177 Bhp Technology Edition,Pune,2013,87001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,Audi,A4 2.0 TDI 177 Bhp Technology Edition
Audi A4 2.0 TDI Multitronic,Hyderabad,2013,55000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,,Audi,A4 2.0 TDI Multitronic
Skoda Rapid 1.6 MPI Ambition,Jaipur,2018,4000,Petrol,Manual,First,15.41,1598.0,103.52,5.0,,Skoda,Rapid 1.6 MPI Ambition
Maruti Ertiga SHVS VDI,Kochi,2017,27778,Diesel,Manual,First,24.52,1248.0,88.5,7.0,,Maruti,Ertiga SHVS VDI
Maruti Ciaz 1.4 Zeta,Mumbai,2017,5000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,Maruti,Ciaz 1.4 Zeta
Maruti Ciaz ZXi,Pune,2014,72000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,Maruti,Ciaz ZXi
Mercedes-Benz A Class A200 CDI Sport,Chennai,2015,21000,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,,Mercedes-Benz,A Class A200 CDI Sport
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59299,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,Toyota,Innova 2.5 ZX Diesel 7 Seater
BMW 3 Series 320d Prestige,Ahmedabad,2014,75000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,BMW,3 Series 320d Prestige
Maruti Alto 800 2016-2019 LXI,Kochi,2019,3413,Petrol,Manual,First,24.7,796.0,47.3,5.0,,Maruti,Alto 800 2016-2019 LXI
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2014,62000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,Ford,Ecosport 1.5 DV5 MT Titanium
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,105001,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,,Ford,Endeavour 3.0L 4X4 AT
Audi Q5 2.0 TDI,Mumbai,2013,89000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,,Audi,Q5 2.0 TDI
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,21000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,Hyundai,Verna 1.6 SX VTVT
Mahindra XUV500 W8 4WD,Kolkata,2014,50000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,Mahindra,XUV500 W8 4WD
Maruti Vitara Brezza ZDi,Hyderabad,2016,70687,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,Maruti,Vitara Brezza ZDi
Toyota Etios Liva 1.4 VXD,Pune,2016,104350,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,Toyota,Etios Liva 1.4 VXD
Tata Indigo CS LX (TDI) BS III,Chennai,2011,150000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,,Tata,Indigo CS LX (TDI) BS III
Honda City ZX GXi,Delhi,2008,81000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,Honda,City ZX GXi
Toyota Corolla Altis G,Kolkata,2008,89000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,,Toyota,Corolla Altis G
Hyundai Grand i10 Asta,Kochi,2017,35223,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,Hyundai,Grand i10 Asta
Hyundai i20 Sportz 1.2,Kolkata,2015,48000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,Hyundai,i20 Sportz 1.2
Volkswagen Polo 1.5 TDI Comfortline,Delhi,2015,60000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,Volkswagen,Polo 1.5 TDI Comfortline
Maruti Celerio X VXI Option,Mumbai,2018,7000,Petrol,Manual,First,23.0,998.0,67.0,5.0,,Maruti,Celerio X VXI Option
Chevrolet Sail Hatchback 1.2,Kochi,2015,47572,Petrol,Manual,First,18.2,1199.0,82.5,5.0,,Chevrolet,Sail Hatchback 1.2
Mahindra Scorpio VLX Special Edition BS-IV,Delhi,2010,72727,Diesel,Manual,Second,15.4,2179.0,120.0,8.0,,Mahindra,Scorpio VLX Special Edition BS-IV
Volkswagen Ameo 1.5 TDI Comfortline,Mumbai,2018,4708,Diesel,Manual,First,21.66,1498.0,108.62,5.0,,Volkswagen,Ameo 1.5 TDI Comfortline
Maruti Wagon R LXI,Delhi,2009,55000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,Maruti,Wagon R LXI
Honda Brio S Option MT,Coimbatore,2013,44198,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,,Honda,Brio S Option MT
Maruti Ertiga VXI,Ahmedabad,2015,35000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,Maruti,Ertiga VXI
Hyundai Santro Xing GL,Ahmedabad,2013,63831,Petrol,Manual,First,,1086.0,62.0,5.0,,Hyundai,Santro Xing GL
Ford Figo Aspire 1.2 Ti-VCT Titanium,Delhi,2017,17540,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,Ford,Figo Aspire 1.2 Ti-VCT Titanium
Tata Tiago AMT 1.2 Revotron XTA,Mumbai,2017,14000,Petrol,Automatic,First,23.84,1199.0,84.0,5.0,,Tata,Tiago AMT 1.2 Revotron XTA
Hyundai Santro Xing XL,Bangalore,2007,47000,Petrol,Manual,Second,,1086.0,,5.0,,Hyundai,Santro Xing XL
Chevrolet Beat LT,Chennai,2010,75422,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,Chevrolet,Beat LT
Nissan Micra Diesel XV,Hyderabad,2011,67000,Diesel,Manual,Second,23.08,1461.0,63.1,5.0,,Nissan,Micra Diesel XV
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,79999,Diesel,Manual,First,12.99,2494.0,100.0,8.0,,Toyota,Innova 2.5 GX (Diesel) 8 Seater
Hyundai Xcent 1.2 VTVT E,Kolkata,2017,5044,Petrol,Manual,First,20.14,1197.0,81.86,5.0,,Hyundai,Xcent 1.2 VTVT E
Maruti Ciaz VXi,Kolkata,2016,31601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,Maruti,Ciaz VXi
BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2014,70000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,,BMW,5 Series 2013-2017 520d Luxury Line
Toyota Camry Hybrid 2.5,Ahmedabad,2016,16000,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,,Toyota,Camry Hybrid 2.5
Toyota Corolla Altis D-4D G,Mumbai,2016,31700,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,Toyota,Corolla Altis D-4D G
Hyundai Verna 1.6 SX CRDi (O),Kochi,2014,76969,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,Hyundai,Verna 1.6 SX CRDi (O)
Volkswagen Vento 1.5 TDI Highline AT,Kolkata,2015,37000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,,Volkswagen,Vento 1.5 TDI Highline AT
Nissan Teana XL,Mumbai,2014,23000,Petrol,Automatic,First,11.07,2496.0,179.5,5.0,,Nissan,Teana XL
Hyundai i20 1.2 Sportz Option,Coimbatore,2014,59098,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,,Hyundai,i20 1.2 Sportz Option
Tata Manza Club Class Safire90 LX,Kochi,2010,142299,Petrol,Manual,First,13.07,1368.0,88.76,5.0,,Tata,Manza Club Class Safire90 LX
Ford Figo Diesel ZXI,Jaipur,2011,75731,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,Ford,Figo Diesel ZXI
Hyundai i20 Asta 1.2,Coimbatore,2017,69627,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,Hyundai,i20 Asta 1.2
Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,2011,49000,Petrol,Manual,First,15.3,1596.0,99.6,5.0,,Ford,Fiesta Classic 1.6 SXI Duratec
Mercedes-Benz B Class B180 Sports,Mumbai,2015,25700,Petrol,Automatic,First,11.9,1595.0,120.7,5.0,,Mercedes-Benz,B Class B180 Sports
Hyundai i20 Magna,Delhi,2012,80800,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,Hyundai,i20 Magna
Maruti Swift Dzire VDI,Hyderabad,2013,110896,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,Maruti,Swift Dzire VDI
Hyundai Santro Xing GLS,Kolkata,2009,62261,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,Hyundai,Santro Xing GLS
Maruti Baleno Alpha,Kochi,2017,27610,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,Maruti,Baleno Alpha
Honda Accord 2.4 Elegance M/T,Kochi,2011,89219,Petrol,Manual,First,10.2,2354.0,180.0,5.0,,Honda,Accord 2.4 Elegance M/T
Nissan Micra XL CVT,Hyderabad,2018,6700,Petrol,Automatic,First,19.34,1198.0,75.94,5.0,,Nissan,Micra XL CVT
Maruti Zen Estilo LXI BS IV,Pune,2011,51599,Petrol,Manual,First,19.0,998.0,67.1,5.0,,Maruti,Zen Estilo LXI BS IV
Hyundai Elantra CRDi SX,Kolkata,2013,37489,Diesel,Manual,First,22.7,1582.0,126.24,5.0,,Hyundai,Elantra CRDi SX
Tata Indica V2 DiCOR DLG BS-III,Mumbai,2016,98000,Diesel,Manual,First,17.5,1396.0,70.0,5.0,,Tata,Indica V2 DiCOR DLG BS-III
Tata Nano Lx,Hyderabad,2012,25183,Petrol,Manual,First,26.0,624.0,35.0,4.0,,Tata,Nano Lx
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,52100,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,,BMW,5 Series 2013-2017 520d Luxury Line
Honda Amaze S i-Dtech,Pune,2014,60000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,Honda,Amaze S i-Dtech
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,51000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,Volkswagen,Polo Diesel Highline 1.2L
Tata Indica Vista Quadrajet LX,Mumbai,2012,70000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,,Tata,Indica Vista Quadrajet LX
Audi Q3 30 TDI S Edition,Jaipur,2015,95000,Diesel,Manual,First,17.32,1968.0,138.13,5.0,,Audi,Q3 30 TDI S Edition
Honda City i DTEC SV,Jaipur,2014,66346,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,Honda,City i DTEC SV
Honda Amaze SX i-DTEC,Hyderabad,2015,69150,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,Honda,Amaze SX i-DTEC
Hyundai i20 Asta Option 1.2,Bangalore,2016,31000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,Hyundai,i20 Asta Option 1.2
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2013,49000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,,BMW,5 Series 2013-2017 520d Luxury Line
Honda Brio S MT,Kochi,2014,63058,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,Honda,Brio S MT
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2016,22000,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,,Mercedes-Benz,New C-Class C 250 CDI Avantgarde
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,73026,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,Volkswagen,Polo 1.2 MPI Highline
Hyundai i10 Magna AT,Coimbatore,2011,21762,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,,Hyundai,i10 Magna AT
Hyundai Verna 1.6 SX VTVT,Coimbatore,2018,29738,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,Hyundai,Verna 1.6 SX VTVT
Hyundai i20 1.2 Magna Executive,Mumbai,2018,16053,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,Hyundai,i20 1.2 Magna Executive
BMW 5 Series 525d Sedan,Kochi,2012,61665,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,,BMW,5 Series 525d Sedan
Maruti Swift Dzire Vdi BSIV,Delhi,2015,51000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,Maruti,Swift Dzire Vdi BSIV
Honda BRV i-DTEC V MT,Bangalore,2016,34820,Diesel,Manual,First,21.9,1498.0,98.6,7.0,,Honda,BRV i-DTEC V MT
Maruti Ertiga VXI,Mumbai,2018,12000,Petrol,Manual,First,17.5,1373.0,91.1,7.0,,Maruti,Ertiga VXI
Maruti Swift Dzire VDI Optional,Hyderabad,2017,32287,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,Maruti,Swift Dzire VDI Optional
Toyota Etios Liva GD,Jaipur,2012,121134,Diesel,Manual,First,23.59,1364.0,,5.0,,Toyota,Etios Liva GD
BMW X3 xDrive20d,Coimbatore,2015,74485,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,,BMW,X3 xDrive20d
Chevrolet Beat Diesel LS,Chennai,2011,63000,Diesel,Manual,First,25.44,936.0,57.6,5.0,,Chevrolet,Beat Diesel LS
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,53190,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,,Audi,Q3 30 TDI Premium FWD
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2016,26900,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury
BMW 3 Series GT 320d Sport Line,Hyderabad,2015,40000,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,,BMW,3 Series GT 320d Sport Line
Hyundai Grand i10 Asta Option,Coimbatore,2016,40587,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,Hyundai,Grand i10 Asta Option
Hyundai Grand i10 Asta,Hyderabad,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,Hyundai,Grand i10 Asta
Toyota Etios Liva VD,Coimbatore,2016,29108,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,Toyota,Etios Liva VD
Datsun GO T Petrol,Mumbai,2015,18000,Petrol,Manual,First,19.83,1198.0,67.0,5.0,,Datsun,GO T Petrol
Maruti Ignis 1.2 Alpha,Kolkata,2017,10500,Petrol,Manual,First,20.89,1197.0,81.8,5.0,,Maruti,Ignis 1.2 Alpha
Maruti A-Star Zxi,Chennai,2009,60000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,,Maruti,A-Star Zxi
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,61000,Petrol,Automatic,Third,13.9,1799.0,130.3,5.0,,Honda,Civic 2010-2013 1.8 V AT Sunroof
Maruti Alto 800 LXI,Kolkata,2017,5000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,Maruti,Alto 800 LXI
Jaguar XE 2.0L Diesel Prestige,Pune,2018,24001,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,,Jaguar,XE 2.0L Diesel Prestige
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2011,76000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,Hyundai,i20 1.4 CRDi Sportz
Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2014,56000,Petrol,Manual,First,18.88,999.0,123.24,5.0,,Ford,EcoSport 1.0 Ecoboost Titanium Plus
Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,30000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,,Mahindra,KUV 100 mFALCON G80 K4 5str
Maruti Vitara Brezza VDi Option,Hyderabad,2017,44263,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,Maruti,Vitara Brezza VDi Option
Ford Figo Diesel ZXI,Hyderabad,2011,97899,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,Ford,Figo Diesel ZXI
Volkswagen Vento Diesel Highline,Jaipur,2011,157301,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,Volkswagen,Vento Diesel Highline
Ford Fiesta 1.4 SXI Duratorq,Jaipur,2008,135000,Diesel,Manual,First,17.8,1399.0,,5.0,,Ford,Fiesta 1.4 SXI Duratorq
Fiat Avventura FIRE Dynamic,Pune,2016,35000,Petrol,Manual,Second,14.4,1368.0,88.8,5.0,,Fiat,Avventura FIRE Dynamic
Honda Civic 2006-2010 1.8 V MT,Pune,2009,106000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,Honda,Civic 2006-2010 1.8 V MT
Honda CR-V Diesel,Kolkata,2016,121590,Diesel,Manual,First,18.0,2000.0,148.0,5.0,,Honda,CR-V Diesel
Maruti Wagon R LXI,Delhi,2012,64692,Petrol,Manual,First,22.5,998.0,67.04,5.0,,Maruti,Wagon R LXI
Hyundai i10 Magna,Mumbai,2010,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,Hyundai,i10 Magna
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2018,25143,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,,Volkswagen,Ameo 1.5 TDI Highline AT
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,Volkswagen,Vento Diesel Highline
Hyundai Accent CRDi,Pune,2005,109000,Diesel,Manual,Second,13.1,1493.0,82.0,5.0,,Hyundai,Accent CRDi
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,69062,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Jaguar XF 2.2 Litre Luxury,Kochi,2015,34386,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,,Jaguar,XF 2.2 Litre Luxury
Maruti Baleno Alpha 1.2,Delhi,2016,20185,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,Maruti,Baleno Alpha 1.2
Hyundai Grand i10 CRDi Magna,Hyderabad,2013,41585,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,Hyundai,Grand i10 CRDi Magna
Hyundai EON Era,Kolkata,2011,24000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,Hyundai,EON Era
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2016,40000,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2012,37000,Diesel,Automatic,First,,2987.0,165.0,5.0,,Mercedes-Benz,M-Class ML 350 4Matic
Ford EcoSport 1.5 Diesel Titanium,Chennai,2015,67630,Diesel,Manual,First,23.0,1498.0,98.96,5.0,,Ford,EcoSport 1.5 Diesel Titanium
Maruti Celerio VXI AT,Coimbatore,2016,24192,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,Maruti,Celerio VXI AT
Maruti Vitara Brezza VDi Option,Hyderabad,2017,32248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,Maruti,Vitara Brezza VDi Option
Mahindra Xylo E9,Mumbai,2013,28000,Diesel,Manual,First,13.0,2179.0,120.0,8.0,,Mahindra,Xylo E9
Hyundai Creta 1.6 SX Automatic,Kochi,2018,36471,Petrol,Automatic,First,14.8,1591.0,121.3,5.0,,Hyundai,Creta 1.6 SX Automatic
Honda Mobilio V i VTEC,Kochi,2015,69689,Petrol,Manual,First,17.3,1497.0,117.3,7.0,,Honda,Mobilio V i VTEC
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2015,69095,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
Hyundai i20 Magna,Kolkata,2010,46000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,Hyundai,i20 Magna
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2008,65000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,,Mercedes-Benz,S Class 2005 2013 S 350 L
Volkswagen Vento 1.5 TDI Highline,Chennai,2015,119258,Diesel,Manual,First,20.64,1498.0,108.5,5.0,,Volkswagen,Vento 1.5 TDI Highline
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2015,38339,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,,Mercedes-Benz,E-Class E250 CDI Avantgrade
Toyota Etios V,Mumbai,2012,59503,Petrol,Manual,First,16.78,1496.0,88.73,5.0,,Toyota,Etios V
Tata Indica Vista Aqua TDI BSIII,Chennai,2010,93600,Diesel,Manual,Third,17.0,1405.0,71.0,5.0,,Tata,Indica Vista Aqua TDI BSIII
Volkswagen Passat 1.8 TSI MT,Coimbatore,2011,58865,Petrol,Manual,First,14.3,1798.0,160.0,5.0,,Volkswagen,Passat 1.8 TSI MT
Maruti Alto LXi,Coimbatore,2012,64631,Petrol,Manual,First,19.7,796.0,46.3,5.0,,Maruti,Alto LXi
Skoda Laura 1.9 TDI MT Elegance,Pune,2007,124298,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,,Skoda,Laura 1.9 TDI MT Elegance
Maruti Wagon R LX,Jaipur,2003,50000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,Maruti,Wagon R LX
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2013,40001,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,Nissan,Sunny 2011-2014 Diesel XV
Honda Brio VX,Bangalore,2015,62659,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,Honda,Brio VX
Hyundai i10 Sportz,Kochi,2014,68138,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,Hyundai,i10 Sportz
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2014,34000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,Mercedes-Benz,M-Class ML 250 CDI
Volkswagen Vento Petrol Comfortline,Mumbai,2013,67000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,Volkswagen,Vento Petrol Comfortline
Honda Mobilio S i DTEC,Delhi,2015,64141,Diesel,Manual,First,24.2,1498.0,98.6,7.0,,Honda,Mobilio S i DTEC
Maruti Alto LXI,Kolkata,2019,1000,Petrol,Manual,First,24.7,796.0,47.3,5.0,,Maruti,Alto LXI
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2013,42000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,,Mercedes-Benz,E-Class E250 CDI Avantgrade
Honda City ZX VTEC Plus,Coimbatore,2009,76677,Petrol,Manual,Third,16.9,1497.0,100.0,5.0,,Honda,City ZX VTEC Plus
Audi A8 L 3.0 TDI quattro,Kochi,2013,66848,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,,Audi,A8 L 3.0 TDI quattro
Hyundai Santro Xing GL,Ahmedabad,2007,78000,Petrol,Manual,First,,1086.0,62.0,5.0,,Hyundai,Santro Xing GL
Maruti Swift Dzire VDi,Delhi,2010,111166,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,Maruti,Swift Dzire VDi
Hyundai Verna CRDi ABS,Chennai,2007,76000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,,Hyundai,Verna CRDi ABS
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2012,94049,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,,Audi,Q5 2008-2012 2.0 TDI
BMW X1 sDrive20d,Ahmedabad,2014,47000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,BMW,X1 sDrive20d
Tata Indica DLS,Chennai,2006,140000,Diesel,Manual,Second,13.5,1405.0,,5.0,,Tata,Indica DLS
Tata Nano XT,Delhi,2015,20047,Petrol,Manual,First,23.9,624.0,37.48,4.0,,Tata,Nano XT
BMW 7 Series 730Ld DPE Signature,Chennai,2017,16000,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,,BMW,7 Series 730Ld DPE Signature
Honda Brio 1.2 S MT,Chennai,2012,27000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,,Honda,Brio 1.2 S MT
